id,date,awnd,prcp,snow,snwd,tmax,tmin,tsun,wdf2,wdf5,wsf2,wsf5,wt01,wt02,wt03,wt04,wt06,wt08
USW00094728,2021-01-20,34,5,0,0,44,-27,NA,300,300,94,143,1,NA,NA,NA,NA,NA
USW00094728,2021-01-21,17,0,0,0,61,-38,NA,220,240,72,103,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-22,34,0,0,0,72,22,NA,280,260,72,130,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-23,51,0,0,0,22,-43,NA,310,290,103,152,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-24,45,0,0,0,0,-55,0,300,300,89,143,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-25,23,0,0,0,28,-49,NA,40,40,63,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-26,32,25,3,0,11,-5,NA,50,50,67,94,1,NA,NA,NA,NA,1
USW00094728,2021-01-27,26,0,0,0,28,-5,NA,300,300,67,103,1,NA,NA,NA,NA,NA
USW00094728,2021-01-28,46,0,0,0,11,-66,NA,300,300,103,165,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-29,62,0,0,0,-38,-99,NA,300,310,116,192,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-30,34,0,0,0,0,-82,NA,310,300,67,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-01-31,30,30,51,0,-32,-66,NA,50,60,76,107,1,NA,NA,NA,NA,1
USW00094728,2021-02-01,64,470,376,130,11,-55,NA,30,40,89,161,1,1,NA,NA,NA,NA
USW00094728,2021-02-02,38,33,10,360,6,-10,NA,10,20,72,107,1,NA,NA,NA,NA,1
USW00094728,2021-02-03,34,3,5,330,28,-16,NA,290,290,67,98,1,NA,NA,NA,NA,1
USW00094728,2021-02-04,31,0,0,280,61,-5,NA,300,280,72,112,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-05,22,18,0,230,83,28,NA,270,280,76,112,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-06,31,0,0,180,67,11,NA,240,240,112,165,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-07,28,99,114,150,44,-43,NA,300,300,67,121,1,1,NA,NA,NA,1
USW00094728,2021-02-08,29,0,0,250,-16,-82,NA,300,300,72,112,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-09,22,0,0,230,6,-27,NA,360,100,45,72,1,NA,NA,NA,NA,1
USW00094728,2021-02-10,18,3,0,230,17,-32,NA,300,300,45,67,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-11,27,25,33,230,6,-32,NA,350,20,58,81,1,NA,NA,NA,NA,1
USW00094728,2021-02-12,24,0,0,200,-10,-66,NA,50,40,63,85,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-13,31,0,0,200,-10,-38,NA,50,50,76,94,NA,NA,NA,1,1,NA
USW00094728,2021-02-14,19,0,0,200,33,-27,NA,50,40,63,81,NA,NA,NA,1,NA,NA
USW00094728,2021-02-15,26,5,0,180,22,-5,NA,60,40,63,81,1,NA,NA,1,NA,1
USW00094728,2021-02-16,35,208,0,150,106,11,NA,280,280,89,139,1,NA,NA,1,NA,NA
USW00094728,2021-02-17,32,0,0,80,11,-55,NA,300,310,98,139,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-18,35,114,81,50,-10,-43,NA,50,40,72,103,1,1,NA,NA,1,1
USW00094728,2021-02-19,31,36,30,130,6,-21,NA,60,50,76,98,1,NA,NA,NA,1,1
USW00094728,2021-02-20,36,0,0,150,17,-32,NA,300,300,81,121,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-21,26,0,0,130,28,-43,NA,310,290,58,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-22,15,132,10,80,39,0,NA,210,100,63,125,1,1,NA,NA,NA,NA
USW00094728,2021-02-23,27,3,0,80,72,22,NA,250,300,72,112,NA,NA,NA,NA,NA,1
USW00094728,2021-02-24,29,0,0,50,122,39,NA,230,230,72,107,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-25,39,0,0,0,100,44,NA,300,310,94,157,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-26,19,0,0,0,72,6,NA,150,190,45,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-02-27,21,99,0,0,100,33,NA,250,260,58,89,1,NA,NA,NA,NA,NA
USW00094728,2021-02-28,23,56,0,0,72,50,NA,60,120,63,81,1,NA,NA,NA,NA,NA
USW00094728,2021-03-01,40,41,0,0,94,-5,NA,300,310,103,174,1,NA,NA,NA,NA,NA
USW00094728,2021-03-02,48,0,0,0,6,-60,NA,300,310,112,174,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-03,27,0,0,0,111,0,NA,280,250,67,103,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-04,47,0,0,0,72,-27,NA,300,310,103,157,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-05,52,0,0,0,28,-49,NA,300,300,94,157,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-06,39,0,0,0,11,-16,NA,290,290,76,130,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-07,32,0,0,0,50,-16,NA,270,270,67,94,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-08,22,0,0,0,61,-32,NA,250,220,54,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-09,33,0,0,0,178,56,NA,300,240,67,107,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-10,27,0,0,0,122,50,NA,140,150,58,85,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-11,12,0,0,0,217,67,NA,220,200,63,103,1,NA,NA,NA,NA,1
USW00094728,2021-03-12,33,0,0,0,200,111,NA,300,290,81,139,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-13,36,0,0,0,111,6,NA,310,290,103,161,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-14,49,0,0,0,122,-5,NA,300,300,107,179,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-15,38,0,0,0,39,-43,NA,300,300,112,170,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-16,21,0,0,0,28,-16,NA,50,50,58,72,NA,NA,NA,1,NA,NA
USW00094728,2021-03-17,13,0,0,0,83,11,NA,140,160,36,54,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-18,27,152,0,0,83,50,NA,20,40,76,130,1,NA,NA,NA,NA,1
USW00094728,2021-03-19,51,18,0,0,61,-5,NA,10,10,103,157,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-20,12,0,0,0,150,6,NA,270,260,45,72,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-21,14,0,0,0,172,56,NA,140,140,45,67,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-22,17,0,0,0,167,56,NA,140,140,45,67,NA,NA,NA,NA,NA,1
USW00094728,2021-03-23,21,0,0,0,189,61,NA,140,150,54,85,1,NA,NA,NA,NA,1
USW00094728,2021-03-24,18,323,0,0,133,83,NA,70,70,45,63,1,NA,NA,NA,NA,NA
USW00094728,2021-03-25,16,3,0,0,200,94,NA,230,230,63,85,1,NA,NA,NA,NA,1
USW00094728,2021-03-26,36,48,0,0,278,111,NA,210,220,125,197,1,NA,NA,NA,NA,1
USW00094728,2021-03-27,25,0,0,0,206,100,NA,240,210,67,107,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-28,30,193,0,0,156,89,NA,210,190,94,143,1,NA,NA,NA,NA,NA
USW00094728,2021-03-29,45,0,0,0,128,72,NA,220,230,116,170,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-30,27,0,0,0,161,56,NA,90,100,72,112,NA,NA,NA,NA,NA,NA
USW00094728,2021-03-31,22,89,0,0,194,100,NA,110,120,58,85,1,NA,NA,NA,NA,NA
USW00094728,2021-04-01,48,8,0,0,144,33,NA,250,230,94,143,1,NA,NA,NA,NA,NA
USW00094728,2021-04-02,43,0,0,0,39,-21,NA,240,230,72,134,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-03,27,0,0,0,117,0,NA,240,NA,40,NA,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-04,18,0,0,0,183,72,NA,290,NA,45,NA,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-05,39,0,0,0,200,89,NA,240,240,63,130,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-06,24,0,0,0,211,83,NA,240,230,67,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-07,13,0,0,0,222,106,NA,100,80,54,72,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-08,19,0,0,0,211,94,NA,90,110,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-09,15,3,0,0,150,94,NA,90,110,45,67,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-10,13,3,0,0,211,106,NA,90,110,45,72,1,NA,NA,NA,NA,NA
USW00094728,2021-04-11,32,107,0,0,139,83,NA,360,10,89,134,1,1,NA,NA,NA,NA
USW00094728,2021-04-12,34,124,0,0,106,72,NA,360,360,89,139,1,NA,NA,NA,NA,NA
USW00094728,2021-04-13,23,15,0,0,183,67,NA,90,330,54,72,1,NA,NA,NA,NA,NA
USW00094728,2021-04-14,13,0,0,0,222,89,NA,190,190,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-15,22,211,0,0,144,72,NA,320,250,54,103,1,NA,NA,NA,NA,1
USW00094728,2021-04-16,30,10,0,0,117,50,NA,210,220,72,125,1,NA,NA,NA,NA,NA
USW00094728,2021-04-17,23,0,0,0,133,61,NA,240,250,58,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-18,16,0,0,0,178,94,NA,220,230,45,76,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-19,13,0,0,0,183,111,NA,100,190,54,89,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-20,19,0,0,0,244,117,NA,190,190,72,116,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-21,33,28,0,0,200,39,NA,240,240,98,161,1,NA,1,NA,NA,NA
USW00094728,2021-04-22,53,0,0,0,89,22,NA,240,240,98,143,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-23,33,0,0,0,178,39,NA,320,300,72,130,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-24,18,0,0,0,222,111,NA,250,210,63,103,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-25,24,150,0,0,172,94,NA,330,330,63,103,1,NA,NA,NA,NA,NA
USW00094728,2021-04-26,39,0,0,0,156,50,NA,330,310,81,134,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-27,9,0,0,0,178,78,NA,330,160,40,58,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-28,11,13,0,0,294,111,NA,50,60,72,107,NA,NA,NA,NA,NA,NA
USW00094728,2021-04-29,11,5,0,0,239,150,NA,240,270,58,94,1,NA,NA,NA,NA,1
USW00094728,2021-04-30,55,8,0,0,217,78,NA,310,290,98,197,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-01,38,0,0,0,183,56,NA,320,290,81,130,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-02,32,0,0,0,278,133,NA,70,260,98,121,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-03,26,147,0,0,189,111,NA,80,70,58,81,1,NA,NA,NA,NA,NA
USW00094728,2021-05-04,22,58,0,0,228,111,NA,140,140,67,103,1,NA,NA,NA,NA,NA
USW00094728,2021-05-05,18,79,0,0,167,111,NA,310,320,63,116,1,NA,NA,NA,NA,NA
USW00094728,2021-05-06,26,0,0,0,189,100,NA,320,300,76,121,NA,NA,NA,NA,NA,1
USW00094728,2021-05-07,21,0,0,0,189,94,NA,70,130,58,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-08,16,13,0,0,128,89,NA,70,140,58,81,1,NA,NA,NA,NA,NA
USW00094728,2021-05-09,20,119,0,0,183,78,NA,260,260,63,94,1,NA,NA,NA,NA,NA
USW00094728,2021-05-10,21,8,0,0,156,83,NA,80,310,58,76,1,NA,NA,NA,NA,NA
USW00094728,2021-05-11,30,0,0,0,194,94,NA,290,270,72,125,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-12,28,0,0,0,200,78,NA,310,330,81,121,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-13,17,0,0,0,222,100,NA,250,260,54,94,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-14,20,0,0,0,244,111,NA,230,220,45,76,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-15,14,0,0,0,261,128,NA,240,250,40,76,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-16,9,3,0,0,239,150,NA,70,70,72,103,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-17,16,0,0,0,256,133,NA,250,260,45,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-18,22,0,0,0,278,156,NA,230,230,58,94,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-19,22,0,0,0,300,183,NA,50,40,54,76,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-20,11,0,0,0,244,150,NA,130,130,45,72,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-21,7,0,0,0,261,144,NA,160,190,40,67,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-22,15,0,0,0,317,183,NA,300,310,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-23,32,0,0,0,311,200,NA,30,40,94,139,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-24,26,0,0,0,200,150,NA,40,60,67,94,NA,NA,NA,NA,NA,NA
USW00094728,2021-05-25,20,0,0,0,228,144,NA,240,180,45,76,NA,NA,NA,NA,NA,1
USW00094728,2021-05-26,19,18,0,0,300,183,NA,280,240,72,112,1,NA,1,NA,NA,1
USW00094728,2021-05-27,22,5,0,0,272,183,NA,310,270,58,89,1,NA,NA,NA,NA,NA
USW00094728,2021-05-28,43,310,0,0,206,94,NA,70,70,107,161,1,NA,NA,NA,NA,NA
USW00094728,2021-05-29,53,117,0,0,106,83,NA,70,90,98,157,1,NA,NA,NA,NA,NA
USW00094728,2021-05-30,34,226,0,0,106,83,NA,50,40,67,107,1,NA,NA,NA,NA,1
USW00094728,2021-05-31,17,5,0,0,211,94,NA,300,280,54,81,1,NA,NA,NA,NA,NA
USW00094728,2021-06-01,8,0,0,0,244,139,NA,240,240,45,72,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-02,11,0,0,0,239,167,NA,240,170,45,76,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-03,6,97,0,0,233,156,NA,230,50,31,63,1,NA,NA,NA,NA,1
USW00094728,2021-06-04,15,99,0,0,256,172,NA,280,280,76,125,1,NA,1,NA,NA,NA
USW00094728,2021-06-05,22,0,0,0,317,189,NA,240,250,58,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-06,13,0,0,0,333,244,NA,220,220,45,94,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-07,13,18,0,0,328,244,NA,140,180,40,72,1,NA,1,NA,NA,1
USW00094728,2021-06-08,12,119,0,0,322,222,NA,310,310,67,103,1,NA,NA,NA,NA,NA
USW00094728,2021-06-09,13,3,0,0,322,222,NA,230,220,45,72,1,NA,1,NA,NA,NA
USW00094728,2021-06-10,28,0,0,0,289,183,NA,60,70,72,107,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-11,23,0,0,0,206,167,NA,60,100,58,76,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-12,17,0,0,0,206,167,NA,60,50,54,72,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-13,10,3,0,0,244,167,NA,260,170,36,49,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-14,11,56,0,0,228,178,NA,130,NA,40,NA,1,NA,1,NA,NA,NA
USW00094728,2021-06-15,21,0,0,0,267,189,NA,300,300,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-16,20,0,0,0,250,167,NA,300,280,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-17,17,0,0,0,256,139,NA,310,300,54,72,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-18,21,0,0,0,289,172,NA,230,230,58,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-19,19,36,0,0,311,183,NA,240,270,67,107,1,NA,NA,NA,NA,NA
USW00094728,2021-06-20,11,0,0,0,300,189,NA,270,170,45,72,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-21,17,0,0,0,300,239,NA,230,220,63,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-22,22,61,0,0,256,150,NA,280,280,58,98,1,NA,NA,NA,NA,NA
USW00094728,2021-06-23,17,0,0,0,244,128,NA,290,280,54,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-24,17,0,0,0,250,161,NA,220,130,45,85,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-25,10,0,0,0,272,178,NA,140,130,40,81,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-26,14,10,0,0,283,200,NA,200,180,45,76,1,NA,NA,NA,NA,1
USW00094728,2021-06-27,21,0,0,0,322,228,NA,230,210,45,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-28,22,0,0,0,333,244,NA,240,230,63,94,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-29,20,0,0,0,350,256,NA,240,220,54,98,NA,NA,NA,NA,NA,NA
USW00094728,2021-06-30,23,165,0,0,367,228,NA,10,320,63,94,1,NA,1,NA,NA,NA
USW00094728,2021-07-01,9,229,0,0,289,222,NA,310,310,54,81,1,NA,NA,NA,NA,NA
USW00094728,2021-07-02,16,170,0,0,261,167,NA,70,70,81,112,1,NA,1,NA,NA,NA
USW00094728,2021-07-03,26,86,0,0,189,150,NA,60,60,67,94,1,NA,NA,NA,NA,NA
USW00094728,2021-07-04,11,0,0,0,261,156,NA,140,120,36,72,1,NA,NA,NA,NA,1
USW00094728,2021-07-05,17,0,0,0,283,194,NA,60,190,54,72,1,NA,NA,NA,NA,1
USW00094728,2021-07-06,26,140,0,0,333,217,NA,300,300,112,165,1,NA,1,NA,NA,NA
USW00094728,2021-07-07,11,0,0,0,328,217,NA,230,220,45,76,1,NA,NA,NA,NA,1
USW00094728,2021-07-08,22,577,0,0,289,217,NA,40,40,67,107,1,1,1,NA,NA,1
USW00094728,2021-07-09,18,523,0,0,294,211,NA,210,200,63,116,1,NA,1,NA,NA,NA
USW00094728,2021-07-10,13,69,0,0,272,200,NA,90,40,40,58,1,NA,NA,NA,NA,NA
USW00094728,2021-07-11,8,3,0,0,256,211,NA,150,130,40,67,1,NA,NA,NA,NA,NA
USW00094728,2021-07-12,22,361,0,0,300,222,NA,60,50,63,89,1,1,1,NA,NA,1
USW00094728,2021-07-13,26,0,0,0,222,206,NA,60,50,54,72,1,NA,NA,NA,NA,NA
USW00094728,2021-07-14,12,0,0,0,306,206,NA,280,280,54,94,1,NA,NA,NA,NA,NA
USW00094728,2021-07-15,12,0,0,0,317,233,NA,150,130,36,63,NA,NA,NA,NA,NA,NA
USW00094728,2021-07-16,13,0,0,0,328,261,NA,280,210,45,85,NA,NA,NA,NA,NA,NA
USW00094728,2021-07-17,10,157,0,0,328,228,NA,260,240,40,72,1,NA,1,NA,NA,1
USW00094728,2021-07-18,24,8,0,0,289,222,NA,240,230,58,85,1,NA,1,NA,NA,NA
USW00094728,2021-07-19,17,3,0,0,272,217,NA,50,40,54,67,NA,NA,NA,NA,NA,NA
USW00094728,2021-07-20,11,0,0,0,300,228,NA,280,240,36,54,NA,NA,NA,NA,NA,1
USW00094728,2021-07-21,9,13,0,0,267,211,NA,20,10,54,81,1,NA,1,NA,NA,1
USW00094728,2021-07-22,15,0,0,0,272,194,NA,300,300,40,67,NA,NA,NA,NA,NA,NA
USW00094728,2021-07-23,10,3,0,0,283,194,NA,50,40,45,72,NA,NA,NA,NA,NA,1
USW00094728,2021-07-24,11,0,0,0,289,194,NA,160,180,36,67,NA,NA,NA,NA,NA,NA
USW00094728,2021-07-25,12,124,0,0,283,189,NA,50,210,63,81,1,NA,NA,NA,NA,NA
USW00094728,2021-07-26,10,198,0,0,311,222,NA,300,310,54,76,1,NA,1,NA,NA,1
USW00094728,2021-07-27,13,0,0,0,317,228,NA,330,350,54,94,NA,NA,NA,NA,NA,1
USW00094728,2021-07-28,16,36,0,0,272,206,NA,50,70,63,85,1,NA,NA,NA,NA,NA
USW00094728,2021-07-29,17,119,0,0,250,206,NA,170,170,63,125,1,NA,NA,NA,NA,NA
USW00094728,2021-07-30,34,0,0,0,278,194,NA,300,280,72,116,1,NA,NA,NA,NA,NA
USW00094728,2021-07-31,12,0,0,0,250,156,NA,310,230,45,63,NA,NA,NA,NA,NA,NA
